Title,Published,MMDOfficesTypes,GovXDescription,ManagerName,Email,Fax,ReceptionAddressNotes,ReceptionPhoneNumbers,websiteURL,PaymentBankTransfer,GovXContentSection,FormEmail,FormFax,FormLetter,FormOnlineURL,forWizard,MMDSubjects,MMDTypes,OfficeIcon,OfficeNameCode,OfficeTypeCode,PaymentCash,PaymentCheck,PaymentOnlineURL,PaymentPhone,PaymentPostalBank,PaymentTreasury
רוויה,Yes,ועדים מקומיים,,יוסף מנחם,yosi@maianot.co.il,04-6065600,"ת.ד. 90000, עמק המעיינות 1171003
",04-6065890,"<a href=""http://www.maianot.co.il"">www.maianot.co.il</a>","בנק הפועלים, סניף 717, חשבון 6549","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosi@maianot.co.il,04-6065600,"ת.ד. 90000, עמק המעיינות 1171003
",~,No,,,,13127,13,,,,,"בנק הפועלים, סניף 717, חשבון 6549",
ירדנה ,Yes,ועדים מקומיים,,יוסף מנחם,yosi@maianot.co.il,04-6065600,"ת.ד. 90000, עמק המעיינות 1171003
",04-6065890,"<a href=""http://www.maianot.co.il"">www.maianot.co.il</a>","בנק הפועלים, סניף 717, חשבון 6549","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosi@maianot.co.il,04-6065600,"ת.ד. 90000, עמק המעיינות 1171003
",~,No,,,,13126,13,,,,,"בנק הפועלים, סניף 717, חשבון 6549",
בית יוסף ,Yes,ועדים מקומיים,,יוסף מנחם,yosi@maianot.co.il,04-6065600,"ת.ד. 90000, עמק המעיינות 1171003
",04-6065890,"<a href=""http://www.maianot.co.il"">www.maianot.co.il</a>","בנק הפועלים, סניף 717, חשבון 6549","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosi@maianot.co.il,04-6065600,"ת.ד. 90000, עמק המעיינות 1171003",~,No,,,,13125,13,,,,,"בנק הפועלים, סניף 717, חשבון 6549",
אחיהוד,Yes,ועדים מקומיים,,משה דוידוביץ,dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",04-9879602,"<a href=""http://www.matte-asher-region.muni.il"">www.matte-asher-region.muni.il</a>","בנק לאומי, סניף 960, מספר חשבון 117600/74","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",~,Yes,,,,13072,13,,,,,"בנק לאומי, סניף 960, מספר חשבון 117600/74",
שייח דנון ,Yes,ועדים מקומיים,,משה דוידוביץ,dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",04-9879602,"<a href=""https://foi.gov.il/he/www.matte-asher-region.muni.il"">www.matte-asher-region.muni.il</a>","בנק לאומי, סניף 960, מספר חשבון 117600/74","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר",~,Yes,,,,13071,13,,,,,"בנק לאומי, סניף 960, מספר חשבון 117600/74",
מצפה נטופה ,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13070,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
מסד,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13069,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
מצפה,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13068,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
כדורי,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13067,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
הודיות,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13066,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
לביא,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13065,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
בית רימון,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,,"בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13064,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
בית קשת ,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,,"בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13063,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
שרונה,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13061,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
שדמות דבורה,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13060,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
שדה אילן,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13059,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
כפר קיש ,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13058,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
כפר זיתים,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13057,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
הזורעים,Yes,ועדים מקומיים,,יוסי יצחקי,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13056,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
ארבל,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13056,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
אילנייה,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13054,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
גבעת אבני ,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13053,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
כפר חיטים,Yes,ועדים מקומיים,,יוסי יצחקי ,yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,"<a href=""http://www.glt.org.il"">www.glt.org.il</a>","בנק הפועלים סניף 549, חשבון 5110","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",yosiy@glt.org.il,04676927,"מרכז כדורי, ד.נ. גליל תחתון 1524800",~,Yes,,,,13062,13,,,,,"בנק הפועלים סניף 549, חשבון 5110",
ריחאנייה,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
","izko@mrg.org.il
",04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13052,13,,,,,,
עין אל-אסד',Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000
",~,No,,,,13051,13,,,,,,
עמוקה ,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13050,13,,,,,,
כפר חנניה ,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13049,13,,,,,,
כדיתא,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13048,13,,,,,,
בר יוחאי ,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13047,13,,,,,,
בירייה,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרון, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרון, מירון 1391000",~,No,,,,13046,13,,,,,,
פרוד,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il </a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13045,13,,,,,,
אור הגנוז ,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13044,13,,,,,,
שפר,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13043,13,,,,,,
שזור,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13042,13,,,,,,
עלמה,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13041,13,,,,,,
מירון,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13040,13,,,,,,
לבנים,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p dir=""RTL"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13039,13,,,,,,
כרם בן זמרה,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mtg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13038,13,,,,,,
כפר שמאי,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13037,13,,,,,,
כפר חושן,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13036,13,,,,,,
כלנית,Yes,ועדים מקומיים,,חיים איציקוביץ' ,izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13035,13,,,,,,
טפחות,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13034,13,,,,,,
חזון ,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13033,13,,,,,,
דלתון,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13032,13,,,,,,
דובב,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13031,13,,,,,,
אמירים,Yes,ועדים מקומיים,,חיים איציקוביץ',izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13030,13,,,,,,
אביבים ,Yes,ועדים מקומיים,,חיים איציקוביץ' ,izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",046919810,"<a href=""http://www.mrg.org.il"">www.mrg.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",izko@mrg.org.il,04691989,"מועצה אזורית מרום גליל, מירון 1391000",~,No,,,,13029,13,,,,,,
שניר ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13028,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
שמיר,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13027,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
שדה נחמיה ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13026,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
קדרים,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13025,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
צבעון,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,,"<p><br /></p>
",yonitk@galil-elion.org.il,04681660,,~,Yes,,,,13024,13,,,,,,
עמיר,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,,"<p><br /></p>
",yonitk@galil-elion.org.il,04681660,,~,Yes,,,,13023,13,,,,,,
עמיעד,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,,"<p><br /></p>
",yonitk@galil-elion.org.il,04681660,,~,Yes,,,,13022,13,,,,,,
סאסא,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13021,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
נאות מורדכי ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,No,,,,13020,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
